origin_node_id,destination_node_id,edge_type,mode,distance_km,transit_time_days,cost_per_km_usd,border_crossing,border_cost_usd,allowed,distance_method,notes
PROD_WASS_TEMPE,STAD_TOR,production_site_to_stadium,road,3584.2,5.12,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
PROD_WASS_TEMPE,STAD_VAN,production_site_to_stadium,road,2507.4,3.58,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_ATL,DFW_DEPOT_NODE,stadium_to_depot,road,1291.6,1.85,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_ATL,EWR_DEPOT_NODE,stadium_to_depot,road,1333.2,1.9,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_ATL,LAX_DEPOT_NODE,stadium_to_depot,road,3447.7,4.93,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_ATL,MEX_DEPOT_NODE,stadium_to_depot,road,2843.5,4.06,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
STAD_ATL,MIA_DEPOT_CONTROL_NODE,stadium_to_depot,road,1074.5,1.53,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_ATL,TOR_DEPOT_NODE,stadium_to_depot,road,1488.7,2.13,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_ATL,VAN_DEPOT_NODE,stadium_to_depot,road,4464.6,6.38,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_BOS,DFW_DEPOT_NODE,stadium_to_depot,road,2971.6,4.25,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_BOS,EWR_DEPOT_NODE,stadium_to_depot,road,363.1,0.52,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_BOS,LAX_DEPOT_NODE,stadium_to_depot,road,4763.7,6.81,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_BOS,MEX_DEPOT_NODE,stadium_to_depot,road,4704.8,6.72,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
STAD_BOS,MIA_DEPOT_CONTROL_NODE,stadium_to_depot,road,2404.2,3.43,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_BOS,TOR_DEPOT_NODE,stadium_to_depot,road,866.5,1.24,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_BOS,VAN_DEPOT_NODE,stadium_to_depot,road,5060.5,7.23,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_DAL,DFW_DEPOT_NODE,stadium_to_depot,road,2.4,0.0,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_DAL,EWR_DEPOT_NODE,stadium_to_depot,road,2582.5,3.69,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_DAL,LAX_DEPOT_NODE,stadium_to_depot,road,2233.4,3.19,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_DAL,MEX_DEPOT_NODE,stadium_to_depot,road,1833.9,2.62,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
STAD_DAL,MIA_DEPOT_CONTROL_NODE,stadium_to_depot,road,2177.1,3.11,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_DAL,TOR_DEPOT_NODE,stadium_to_depot,road,2355.1,3.36,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_DAL,VAN_DEPOT_NODE,stadium_to_depot,road,3540.0,5.06,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_GDL,DFW_DEPOT_NODE,stadium_to_depot,road,1783.8,2.55,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
STAD_GDL,EWR_DEPOT_NODE,stadium_to_depot,road,4315.7,6.17,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
STAD_GDL,LAX_DEPOT_NODE,stadium_to_depot,road,2363.8,3.38,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
STAD_GDL,MEX_DEPOT_NODE,stadium_to_depot,road,561.8,0.8,1.0,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_GDL,MIA_DEPOT_CONTROL_NODE,stadium_to_depot,road,3494.8,4.99,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
STAD_GDL,TOR_DEPOT_NODE,stadium_to_depot,road,4088.2,5.84,1.65,yes,550,yes,openrouteservice_matrix_driving_hgv,
STAD_GDL,VAN_DEPOT_NODE,stadium_to_depot,road,4401.5,6.29,1.65,yes,550,yes,openrouteservice_matrix_driving_hgv,
STAD_HOU,DFW_DEPOT_NODE,stadium_to_depot,road,429.0,0.61,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_HOU,EWR_DEPOT_NODE,stadium_to_depot,road,2590.8,3.7,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_HOU,LAX_DEPOT_NODE,stadium_to_depot,road,2433.2,3.48,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_HOU,MEX_DEPOT_NODE,stadium_to_depot,road,1563.6,2.23,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
STAD_HOU,MIA_DEPOT_CONTROL_NODE,stadium_to_depot,road,1927.7,2.75,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_HOU,TOR_DEPOT_NODE,stadium_to_depot,road,2532.0,3.62,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_HOU,VAN_DEPOT_NODE,stadium_to_depot,road,3952.4,5.65,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_KC,DFW_DEPOT_NODE,stadium_to_depot,road,838.5,1.2,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_KC,EWR_DEPOT_NODE,stadium_to_depot,road,1901.0,2.72,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_KC,LAX_DEPOT_NODE,stadium_to_depot,road,2484.2,3.55,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_KC,MEX_DEPOT_NODE,stadium_to_depot,road,2705.7,3.87,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
STAD_KC,MIA_DEPOT_CONTROL_NODE,stadium_to_depot,road,2336.2,3.34,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_KC,TOR_DEPOT_NODE,stadium_to_depot,road,1613.2,2.3,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_KC,VAN_DEPOT_NODE,stadium_to_depot,road,3189.4,4.56,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_LA,DFW_DEPOT_NODE,stadium_to_depot,road,2312.6,3.3,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_LA,EWR_DEPOT_NODE,stadium_to_depot,road,4510.9,6.44,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_LA,LAX_DEPOT_NODE,stadium_to_depot,road,84.8,0.12,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_LA,MEX_DEPOT_NODE,stadium_to_depot,road,2995.0,4.28,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
STAD_LA,MIA_DEPOT_CONTROL_NODE,stadium_to_depot,road,4407.3,6.3,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_LA,TOR_DEPOT_NODE,stadium_to_depot,road,4055.8,5.79,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_LA,VAN_DEPOT_NODE,stadium_to_depot,road,2067.0,2.95,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_MEX,DFW_DEPOT_NODE,stadium_to_depot,road,1846.7,2.64,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
STAD_MEX,EWR_DEPOT_NODE,stadium_to_depot,road,4318.9,6.17,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
STAD_MEX,LAX_DEPOT_NODE,stadium_to_depot,road,2931.9,4.19,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
STAD_MEX,MEX_DEPOT_NODE,stadium_to_depot,road,16.5,0.02,1.0,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_MEX,MIA_DEPOT_CONTROL_NODE,stadium_to_depot,road,3487.2,4.98,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
STAD_MEX,TOR_DEPOT_NODE,stadium_to_depot,road,4091.5,5.84,1.65,yes,550,yes,openrouteservice_matrix_driving_hgv,
STAD_MEX,VAN_DEPOT_NODE,stadium_to_depot,road,4881.2,6.97,1.65,yes,550,yes,openrouteservice_matrix_driving_hgv,
STAD_MIA,DFW_DEPOT_NODE,stadium_to_depot,road,2149.7,3.07,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_MIA,EWR_DEPOT_NODE,stadium_to_depot,road,2019.2,2.88,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_MIA,LAX_DEPOT_NODE,stadium_to_depot,road,4302.6,6.15,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_MIA,MEX_DEPOT_NODE,stadium_to_depot,road,3457.2,4.94,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
STAD_MIA,MIA_DEPOT_CONTROL_NODE,stadium_to_depot,road,27.7,0.04,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_MIA,TOR_DEPOT_NODE,stadium_to_depot,road,2324.8,3.32,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_MIA,VAN_DEPOT_NODE,stadium_to_depot,road,5511.3,7.87,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_MTY,DFW_DEPOT_NODE,stadium_to_depot,road,944.3,1.35,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
STAD_MTY,EWR_DEPOT_NODE,stadium_to_depot,road,3476.2,4.97,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
STAD_MTY,LAX_DEPOT_NODE,stadium_to_depot,road,2441.0,3.49,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
STAD_MTY,MEX_DEPOT_NODE,stadium_to_depot,road,916.2,1.31,1.0,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_MTY,MIA_DEPOT_CONTROL_NODE,stadium_to_depot,road,2655.3,3.79,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
STAD_MTY,TOR_DEPOT_NODE,stadium_to_depot,road,3248.8,4.64,1.65,yes,550,yes,openrouteservice_matrix_driving_hgv,
STAD_MTY,VAN_DEPOT_NODE,stadium_to_depot,road,4036.4,5.77,1.65,yes,550,yes,openrouteservice_matrix_driving_hgv,
STAD_NY_NJ,DFW_DEPOT_NODE,stadium_to_depot,road,2602.8,3.72,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_NY_NJ,EWR_DEPOT_NODE,stadium_to_depot,road,29.8,0.04,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_NY_NJ,LAX_DEPOT_NODE,stadium_to_depot,road,4425.0,6.32,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_NY_NJ,MEX_DEPOT_NODE,stadium_to_depot,road,4335.9,6.19,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
STAD_NY_NJ,MIA_DEPOT_CONTROL_NODE,stadium_to_depot,road,2071.0,2.96,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_NY_NJ,TOR_DEPOT_NODE,stadium_to_depot,road,754.2,1.08,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_NY_NJ,VAN_DEPOT_NODE,stadium_to_depot,road,4796.0,6.85,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_PHI,DFW_DEPOT_NODE,stadium_to_depot,road,2385.7,3.41,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_PHI,EWR_DEPOT_NODE,stadium_to_depot,road,129.6,0.19,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_PHI,LAX_DEPOT_NODE,stadium_to_depot,road,4291.1,6.13,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_PHI,MEX_DEPOT_NODE,stadium_to_depot,road,4041.2,5.77,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
STAD_PHI,MIA_DEPOT_CONTROL_NODE,stadium_to_depot,road,1925.4,2.75,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_PHI,TOR_DEPOT_NODE,stadium_to_depot,road,761.6,1.09,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_PHI,VAN_DEPOT_NODE,stadium_to_depot,road,4764.8,6.81,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_SEA,DFW_DEPOT_NODE,stadium_to_depot,road,3334.8,4.76,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_SEA,EWR_DEPOT_NODE,stadium_to_depot,road,4595.2,6.56,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_SEA,LAX_DEPOT_NODE,stadium_to_depot,road,1893.2,2.7,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_SEA,MEX_DEPOT_NODE,stadium_to_depot,road,4627.8,6.61,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
STAD_SEA,MIA_DEPOT_CONTROL_NODE,stadium_to_depot,road,5313.7,7.59,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_SEA,TOR_DEPOT_NODE,stadium_to_depot,road,4067.4,5.81,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_SEA,VAN_DEPOT_NODE,stadium_to_depot,road,221.0,0.32,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_SF,DFW_DEPOT_NODE,stadium_to_depot,road,2710.9,3.87,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_SF,EWR_DEPOT_NODE,stadium_to_depot,road,4714.1,6.73,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_SF,LAX_DEPOT_NODE,stadium_to_depot,road,615.9,0.88,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_SF,MEX_DEPOT_NODE,stadium_to_depot,road,3526.1,5.04,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
STAD_SF,MIA_DEPOT_CONTROL_NODE,stadium_to_depot,road,4906.3,7.01,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_SF,TOR_DEPOT_NODE,stadium_to_depot,road,4259.0,6.08,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_SF,VAN_DEPOT_NODE,stadium_to_depot,road,1573.5,2.25,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_TOR,DFW_DEPOT_NODE,stadium_to_depot,road,2364.4,3.38,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_TOR,EWR_DEPOT_NODE,stadium_to_depot,road,765.5,1.09,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_TOR,LAX_DEPOT_NODE,stadium_to_depot,road,3994.8,5.71,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_TOR,MEX_DEPOT_NODE,stadium_to_depot,road,4097.6,5.85,1.65,yes,550,yes,openrouteservice_matrix_driving_hgv,
STAD_TOR,MIA_DEPOT_CONTROL_NODE,stadium_to_depot,road,2364.1,3.38,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_TOR,TOR_DEPOT_NODE,stadium_to_depot,road,23.1,0.03,1.65,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_TOR,VAN_DEPOT_NODE,stadium_to_depot,road,4291.6,6.13,1.65,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_VAN,DFW_DEPOT_NODE,stadium_to_depot,road,3555.2,5.08,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_VAN,EWR_DEPOT_NODE,stadium_to_depot,road,4815.6,6.88,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_VAN,LAX_DEPOT_NODE,stadium_to_depot,road,2123.1,3.03,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_VAN,MEX_DEPOT_NODE,stadium_to_depot,road,4848.1,6.93,1.65,yes,550,yes,openrouteservice_matrix_driving_hgv,
STAD_VAN,MIA_DEPOT_CONTROL_NODE,stadium_to_depot,road,5534.1,7.91,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
STAD_VAN,TOR_DEPOT_NODE,stadium_to_depot,road,4287.8,6.13,1.65,no,0,yes,openrouteservice_matrix_driving_hgv,
STAD_VAN,VAN_DEPOT_NODE,stadium_to_depot,road,13.3,0.02,1.65,no,0,yes,openrouteservice_matrix_driving_hgv,
PROD_CHINA_SHANGHAI,PORT_HOU,production_site_to_port_gateway,sea,22200.0,,,yes,,yes,report_sea_distance_from_china,Sea distance imported from ports.csv/report assumptions.
PROD_CHINA_SHANGHAI,PORT_LA_LB,production_site_to_port_gateway,sea,10200.0,,,yes,,yes,report_sea_distance_from_china,Sea distance imported from ports.csv/report assumptions.
PROD_CHINA_SHANGHAI,PORT_MNZ,production_site_to_port_gateway,sea,10900.0,,,yes,,yes,report_sea_distance_from_china,Sea distance imported from ports.csv/report assumptions.
PROD_CHINA_SHANGHAI,PORT_NY_NJ,production_site_to_port_gateway,sea,21100.0,,,yes,,yes,report_sea_distance_from_china,Sea distance imported from ports.csv/report assumptions.
PROD_CHINA_SHANGHAI,PORT_VAN,production_site_to_port_gateway,sea,8500.0,,,yes,,yes,report_sea_distance_from_china,Sea distance imported from ports.csv/report assumptions.
